"Suburb","Address","Rooms","Type","Price","Method","SellerG","Distance","Postcode","Bedroom2","Bathroom","Car","Landsize","BuildingArea","YearBuilt","CouncilArea"
"Brighton East","14 Milroy St",4,"h",2504000,"S","Marshall",10.7,"3187",4,2,2,674,183,1950,"Bayside"
"Hawthorn","303/25 Lynch St",2,"u",495000,"S","Fletchers",4.6,"3122",2,1,1,0,60,2014,"Boroondara"
"Bulleen","4 Albany Pl",4,"h",1303000,"SP","Barry",11.8,"3105",4,2,2,670,197,1980,"Manningham"
"South Melbourne","14/182 Albert Rd",2,"u",1500000,"VB","Greg",2.1,"3205",2,2,2,0,NA,2004,"Port Phillip"
"North Melbourne","6/55 Provost St",2,"u",640000,"S","MICM",2.3,"3051",2,2,1,0,84,2006,"Melbourne"
"Brighton","10/32 Loller St",2,"u",610000,"S","RT",11.2,"3186",2,1,1,0,75,2005,"Bayside"
"Essendon","8 Buckley St",3,"h",1330000,"S","Barry",8,"3040",3,1,4,687,NA,NA,"Moonee Valley"
"Strathmore","40 Windsor Av",3,"h",920000,"VB","Allan",9.7,"3041",NA,NA,NA,NA,NA,NA,""
"Armadale","17 Kooyong Rd",4,"h",2000000,"PI","Marshall",6.3,"3143",4,3,4,544,NA,NA,"Stonnington"
"Hadfield","1/32 Sutherland St",3,"h",545000,"S","Raine",12.1,"3046",3,2,3,230,113,2000,"Moreland"
"Albert Park","94 Graham St",3,"h",1850000,"S","Greg",3.3,"3206",3,2,0,128,133,1890,"Port Phillip"
"Williamstown","27a Perry St",4,"h",2000000,"S","Sweeney",8,"3016",NA,NA,NA,NA,NA,NA,""
"St Kilda","18/170 St Kilda Rd",3,"u",720000,"SP","Wilson",6.1,"3182",3,1,1,0,NA,NA,"Port Phillip"
"Flemington","61 Canterbury St",3,"h",1012000,"S","Australian",4.4,"3031",3,1,1,212,102,1930,"Moonee Valley"
"Brighton","50 Well St",3,"h",1975000,"S","Buxton",11.2,"3186",3,1,2,432,122,1930,"Bayside"
"Bentleigh","15a Dickens St",3,"u",1096000,"S","C21",13,"3204",3,2,2,292,NA,NA,"Glen Eira"
"Brighton","57 Bay St",4,"h",2750000,"S","Nick",11.2,"3186",4,2,2,687,NA,NA,"Bayside"
"Bentleigh East","61 Molden St",3,"t",860000,"PI","hockingstuart",13.9,"3165",3,2,1,210,131,2005,"Glen Eira"
"Reservoir","5/2 Griffiths St",2,"u",420000,"S","Harcourts",11.2,"3073",2,1,0,207,NA,NA,"Darebin"
"Southbank","1712/39 Coventry St",2,"u",485000,"PI","Dingle",1.2,"3006",2,1,1,2121,NA,2013,"Melbourne"
"Hawthorn East","122 Victoria Rd",5,"h",2775000,"PI","Marshall",7.5,"3123",5,3,2,864,NA,NA,"Boroondara"
"Malvern East","2 Tennyson St",4,"h",2001000,"S","Marshall",11.2,"3145",4,2,2,526,243,1910,"Stonnington"
"Clifton Hill","1/493 Hoddle St",2,"u",533000,"SP","Jellis",3.4,"3068",2,1,1,0,NA,1970,"Yarra"
"Camberwell","3/573 Riversdale Rd",2,"t",900400,"S","Noel",7.8,"3124",2,1,1,93,111,NA,"Boroondara"
"Glenroy","15 Stanley St",3,"h",980000,"SP","Brad",13,"3046",3,2,3,1029,136,1950,"Moreland"
"South Yarra","10 Luxton Rd",3,"h",2870000,"S","Marshall",3.3,"3141",3,2,2,350,NA,1880,"Stonnington"
"Fitzroy North","282 Glenlyon Rd",3,"h",1141000,"S","Nelson",3.5,"3068",2,1,1,378,NA,NA,"Moreland"
"Brunswick","314 Barkly St",3,"h",1310000,"PI","Nelson",5.2,"3056",3,2,2,426,NA,1880,"Moreland"
"Maidstone","27 Dunedin St",3,"h",715000,"S","Burnham",9.2,"3012",3,1,1,576,128,1970,"Maribyrnong"
"Brunswick","11/6 Sydney Rd",1,"u",370000,"S","Nelson",5.2,"3056",1,1,1,0,54,1965,"Moreland"
"Coburg","35 The Grove",8,"u",2250000,"PI","Peter",7.8,"3058",4,2,4,983,NA,NA,"Moreland"
"Templestowe Lower","9 Esther St",3,"h",1053000,"S","Ray",13.8,"3107",3,1,1,726,NA,1960,"Manningham"
"Ivanhoe","1/34 Edwin St",3,"h",785000,"S","Miles",7.9,"3079",3,2,0,399,110,1950,"Banyule"
"Gowanbrae","45 Marigold Cr",4,"h",880000,"VB","Nelson",13.6,"3043",NA,NA,NA,NA,NA,NA,""
"St Kilda","8/98 Barkly St",3,"h",1120000,"PI","hockingstuart",6.1,"3182",3,2,2,1039,133,2006,"Port Phillip"
"Hampton East","6 Randell Cr",3,"t",1200000,"S","Buxton",14.5,"3188",NA,NA,NA,NA,NA,NA,""
"Hawthorn","23 William St",3,"h",1377000,"S","Jellis",4.6,"3122",3,1,2,314,NA,1890,"Boroondara"
"Flemington","40 Coronet St",2,"h",950000,"SP","Nelson",4.4,"3031",2,1,1,193,NA,NA,"Moonee Valley"
"Docklands","202/440 Docklands Dr",4,"t",1370000,"S","Raine",1.9,"3008",4,2,2,0,NA,NA,"Melbourne"
"Braybrook","11/1 Windsor St",2,"t",475000,"S","Barry",10.8,"3019",2,1,1,115,104,1980,"Maribyrnong"
"Burwood","19 Puerta St",3,"h",1540000,"S","Jellis",11.7,"3125",3,2,2,653,120,1950,"Whitehorse"
"Maribyrnong","12 Marin La",3,"h",847000,"S","Nelson",8.7,"3032",3,2,2,222,200,2002,"Maribyrnong"
"Richmond","25 Dickmann St",3,"h",1361000,"S","Marshall",2.6,"3121",3,2,1,99,102,NA,"Yarra"
"Hawthorn","37 Brook St",3,"h",1400000,"PI","Jellis",4.6,"3122",3,2,1,164,126,1890,"Boroondara"
"Melbourne","310/74 Queens Rd",2,"u",426000,"PI","Gary",2.8,"3000",NA,NA,NA,NA,NA,NA,""
"Reservoir","42 Gellibrand Cr",3,"h",634000,"S","Peter",11.2,"3073",NA,NA,NA,NA,NA,NA,""
"Maidstone","171 Mitchell St",4,"h",675000,"S","Sweeney",9.2,"3012",4,1,1,595,80,1950,"Maribyrnong"
"Richmond","32 Duke St",2,"h",1025000,"S","Jellis",2.6,"3121",2,1,1,169,92,1900,"Yarra"
"Prahran","5/327 Dandenong Rd",2,"u",681000,"S","Geoff",4.5,"3181",2,2,1,0,95,1995,"Stonnington"
"Fitzroy North","264 Barkly St",3,"h",1600000,"S","Collins",3.5,"3068",3,1,0,370,NA,NA,"Yarra"
"Port Melbourne","66 Dunstan Pde",4,"h",1915000,"S","Marshall",3.8,"3207",4,3,1,323,237,1935,"Port Phillip"
"Richmond","409/120 Palmer St",2,"u",540000,"PI","LITTLE",2.6,"3121",2,2,1,656,NA,NA,"Yarra"
"Rosanna","206 Waiora Rd",4,"h",1610000,"S","Bekdon",11.4,"3084",4,1,4,1613,NA,NA,"Banyule"
"Preston","29 Hope St",3,"h",1050000,"S","Nelson",8.8,"3072",3,2,1,453,NA,1948,"Darebin"
"Heidelberg Heights","5 Burns Ct",3,"h",909000,"S","William",10.5,"3081",3,2,2,585,134,1960,"Banyule"
"Brunswick","2 Sheffield St",3,"h",990000,"S","Nelson",5.2,"3056",3,1,2,410,NA,NA,"Moreland"
"Pascoe Vale","4/36 Sylvan Gr",2,"u",495000,"S","Brad",9.9,"3044",2,1,1,207,NA,1975,"Moreland"
"Caulfield South","18b Marara Rd",2,"h",1115000,"S","Gary",9.3,"3162",2,1,1,402,NA,NA,"Glen Eira"
"St Kilda","37/3 Herbert St",1,"u",366000,"S","hockingstuart",6.1,"3182",1,1,0,0,NA,NA,"Port Phillip"
"Moonee Ponds","10 Chaucer St",5,"h",1730000,"S","Jellis",6.9,"3039",5,1,1,584,NA,NA,"Moonee Valley"
"Brunswick","5/6 Pottery Ct",2,"u",590000,"S","Woodards",5.2,"3056",2,1,1,0,74,2004,"Moreland"
"Brunswick","8/2 Pottery Ct",3,"t",641000,"SP","RW",5.2,"3056",3,2,1,0,112,1900,"Moreland"
"Canterbury","9 Victoria Av",3,"h",4110000,"S","Kay",9,"3126",NA,NA,NA,NA,NA,NA,""
"Glen Iris","48 Martin Rd",3,"h",2115000,"S","Jellis",9.2,"3146",4,2,2,745,157,1920,"Boroondara"
"Mont Albert","2/82 Victoria Cr",2,"u",626000,"S","Jellis",11.8,"3127",NA,NA,NA,NA,NA,NA,""
"Richmond","9/63 Stawell St",2,"u",638000,"S","Biggin",2.6,"3121",2,2,1,0,77,2008,"Yarra"
"Avondale Heights","68 Thompson St",3,"h",680000,"S","Nelson",10.5,"3034",3,1,2,570,120,1970,"Moonee Valley"
"Moorabbin","83 Bulli St",4,"h",1200000,"S","Buxton",14.6,"3189",4,2,1,696,214,1955,"Kingston"
"Brighton East","200 South Rd",4,"h",1920000,"S","Nick",10.7,"3187",4,1,1,1000,203,1960,"Bayside"
"Balwyn North","23a The Boulevard",5,"h",2200000,"VB","Noel",9.2,"3104",5,3,2,900,355,1955,"Boroondara"
"Brighton","44 William St",2,"h",1550000,"VB","Buxton",11.2,"3186",2,2,2,404,NA,NA,"Bayside"
"Aberfeldie","13 Batman St",5,"h",2400000,"S","Barry",9.1,"3040",3,2,2,1315,NA,NA,"Moonee Valley"
"Balaclava","1/34 Gourlay St",2,"t",1015000,"S","Gary",6.6,"3183",2,1,2,114,120,2000,"Port Phillip"
"Glen Huntly","7/15 Manchester Gr",2,"u",695000,"S","Woodards",10.4,"3163",2,2,1,0,NA,NA,"Glen Eira"
"Camberwell","1/1 Glen Iris Rd",3,"t",1300000,"S","Fletchers",7.8,"3124",3,2,2,342,NA,NA,"Boroondara"
"Camberwell","55 Rowell Av",5,"h",2725000,"S","Marshall",7.8,"3124",NA,NA,NA,NA,NA,NA,""
"Kew East","1 Meldrum St",4,"h",1610000,"S","Jellis",7.5,"3102",4,2,2,763,NA,NA,"Boroondara"
"Kew","18 Finhaven Ct",4,"h",2250000,"VB","Marshall",5.6,"3101",NA,NA,NA,NA,NA,NA,""
"Sunshine North","25 Lodden St",4,"h",626800,"S","Douglas",13.3,"3020",4,1,2,581,130,1950,"Brimbank"
"Brunswick East","12 Bladen Av",2,"h",905500,"SP","Woodards",4.5,"3057",NA,NA,NA,NA,NA,NA,""
"Chadstone","2 Melinga Cr",3,"h",930000,"S","Ray",13.6,"3148",NA,NA,NA,NA,NA,NA,""
"Brighton East","16/373 South Rd",2,"u",775000,"S","Buxton",10.7,"3187",2,1,1,112,90,1960,"Bayside"
"Prahran","84 York St",2,"h",1305000,"S","Jellis",4.5,"3181",2,1,1,131,79,1900,"Stonnington"
"Airport West","49 Roberts Rd",4,"h",765000,"S","Prof.",13.5,"3042",4,1,2,509,NA,NA,"Moonee Valley"
"Oakleigh","1474 Dandenong Rd",4,"h",855000,"PI","Woodards",14,"3166",3,2,1,728,NA,NA,"Monash"
"Bentleigh","26 Buckingham Av",4,"h",1860000,"S","Buxton",13,"3204",NA,NA,NA,NA,NA,NA,""
"Balwyn","11 Belgrove Av",5,"h",2950000,"VB","Jellis",9.7,"3103",NA,NA,NA,NA,NA,NA,""
"South Melbourne","218 Ferrars St",1,"h",1002000,"S","Marshall",2.1,"3205",1,1,0,84,NA,1912,"Port Phillip"
"Jacana","108 Sunset Bvd",3,"h",425000,"S","Barry",14.5,"3047",3,1,2,650,90,1975,"Hume"
"Hawthorn","13/5 Denham St",2,"u",753000,"S","Marshall",4.6,"3122",2,1,2,0,88,1960,"Boroondara"
"Southbank","6/77 Dodds St",4,"u",990000,"S","Ray",1.2,"3006",4,3,1,0,172,1995,"Melbourne"
"Reservoir","5 Queen St",2,"h",931000,"S","Barry",11.2,"3073",2,1,1,487,NA,NA,"Darebin"
"Moonee Ponds","1/16 Capulet St",2,"u",730000,"SP","Woodards",6.9,"3039",2,1,2,217,NA,NA,"Moonee Valley"
"Essendon North","64 Kerferd St",5,"h",1360000,"S","Nelson",9.4,"3041",5,3,2,463,196,1930,"Moonee Valley"
"Richmond","21 Gardner St",3,"h",1152500,"S","Biggin",2.6,"3121",3,2,1,78,NA,NA,"Yarra"
"Ashwood","1/136 High Street Rd",3,"h",761000,"PI","Fletchers",12.2,"3147",3,2,4,400,94,1950,"Monash"
"Avondale Heights","14 Laura Gr",3,"h",730000,"S","Moonee",10.5,"3034",NA,NA,NA,NA,NA,NA,""
"Mont Albert","26 Serpentine St",3,"t",1200000,"S","Jellis",11.8,"3127",3,2,2,255,152,2000,"Whitehorse"
"Camberwell","6 Judd St",3,"t",1625000,"S","Jellis",7.8,"3124",3,2,2,283,160,1990,"Boroondara"
"Fawkner","3 Brian St",3,"h",625000,"S","Brad",12.4,"3060",3,1,2,585,88,1960,"Moreland"
"Newport","94 Mason St",2,"h",801000,"SP","Williams",8.4,"3015",1,1,1,343,106,1920,"Hobsons Bay"
"Bentleigh","8/11 Brentwood St",2,"u",360000,"PI","Buxton",13,"3204",2,1,1,0,69,1965,"Glen Eira"
"Coburg North","1/97 Shorts Rd",2,"t",522500,"S","RW",9.2,"3058",NA,NA,NA,NA,NA,NA,""
"Essendon","30 Robb St",4,"h",1900000,"S","Nelson",8,"3040",4,1,2,733,NA,NA,"Moonee Valley"
"Surrey Hills","40 Grovedale Rd",4,"h",1751000,"S","Jellis",11.2,"3127",3,1,3,627,NA,NA,"Boroondara"
"Altona","4/57 Blyth St",3,"u",730000,"SP","Barlow",13.8,"3018",3,2,1,69,141,2014,"Hobsons Bay"
"South Yarra","4/30 Murphy St",2,"u",680500,"S","Williams",3.3,"3141",2,1,1,0,70,1970,"Stonnington"
"Thornbury","2/2 Dundas St",2,"u",450000,"S","McGrath",6.5,"3071",2,1,1,0,52,1970,"Darebin"
"Caulfield North","28 Wanda Rd",4,"h",2830000,"S","Gary",8.1,"3161",4,2,2,723,NA,NA,"Glen Eira"
"Thornbury","7/9 Hammond St",2,"u",466000,"S","Woodards",6.5,"3071",2,1,1,909,NA,NA,"Darebin"
"Sunshine West","19 Valentine Cr",3,"h",388500,"S","Barry",13.5,"3020",NA,NA,NA,NA,NA,NA,""
"Northcote","83 Bastings St",3,"h",1300000,"S","Nelson",5.5,"3070",3,1,1,328,135,1920,"Darebin"
"Keilor East","61 Nyah St",3,"h",900000,"S","Nelson",12.8,"3033",3,1,2,600,NA,NA,"Moonee Valley"
"Gardenvale","7/32 Gardenia Rd",2,"u",440000,"S","Biggin",9.8,"3185",2,1,1,0,75,NA,"Glen Eira"
"Brunswick East","10 Jarvie St",2,"h",1024000,"S","Nelson",4.5,"3057",2,1,1,148,NA,NA,"Moreland"
"Viewbank","16/86 Graham Rd",2,"u",555000,"SP","Miles",13.8,"3084",2,1,2,197,90,1980,"Banyule"
"Maribyrnong","23/14 Horizon Dr",2,"t",620000,"VB","Brad",8.7,"3032",NA,NA,NA,NA,NA,NA,""
"Alphington","1/14 Fulham Rd",2,"u",512000,"S","Love",6.4,"3078",2,1,1,0,61,1965,"Darebin"
"Clifton Hill","119 Roseneath St",2,"h",1075000,"S","Nelson",3.4,"3068",2,1,1,174,85,1890,"Yarra"
"St Kilda","5/46 Greeves St",2,"u",431000,"S","McGrath",6.1,"3182",2,1,1,0,71,1940,"Port Phillip"
"Ascot Vale","54 South St",5,"h",1905000,"S","Nelson",5.9,"3032",5,2,2,521,NA,NA,"Moonee Valley"
"Glenroy","34 Ridgeway Av",3,"h",615000,"S","Melbourne",13,"3046",NA,NA,NA,NA,NA,NA,""
"Kew","94 Argyle Rd",4,"h",3550000,"VB","Jellis",5.6,"3101",4,3,4,992,374,1935,"Boroondara"
"Brunswick West","1/30 McLean St",2,"u",484000,"S","Jellis",5.9,"3055",2,1,1,0,65,1950,"Moreland"
"Collingwood","5 Charlotte St",2,"h",1000000,"SP","Peter",1.6,"3066",2,1,2,159,86,1880,"Yarra"
"Ivanhoe","171 Waterdale Rd",3,"h",1486000,"S","Nelson",7.9,"3079",3,1,2,645,158,1930,"Banyule"
"Box Hill","19 Kent Rd",3,"h",928000,"S","Lindellas",13.1,"3128",3,1,1,307,106,1890,"Whitehorse"
"North Melbourne","319/350 Victoria St",2,"u",645000,"S","Nelson",2.3,"3051",2,1,1,0,NA,NA,"Melbourne"
"Glen Iris","52 Denman Av",4,"h",1950000,"S","Marshall",9.2,"3146",NA,NA,NA,NA,NA,NA,""
"Newport","22 Mirls St",2,"h",962000,"S","Village",8.4,"3015",2,1,1,402,94,1920,"Hobsons Bay"
"Templestowe Lower","6 Exeter Cl",4,"h",1222000,"S","Fletchers",13.8,"3107",4,2,4,732,NA,NA,"Manningham"
"Balwyn North","233 Balwyn Rd",3,"h",1320000,"S","Noel",9.2,"3104",3,1,0,635,NA,1960,"Boroondara"
"Glen Iris","28 Ferndale Rd",3,"h",2200000,"S","Marshall",9.2,"3146",3,1,2,700,142,1930,"Boroondara"
"Newport","20 Bruce St",2,"h",762000,"S","Williams",8.4,"3015",2,1,2,451,NA,NA,"Hobsons Bay"
"Maribyrnong","23/4 Wests Rd",3,"h",456000,"SP","Raine",8.7,"3032",3,2,2,4977,95,2005,"Maribyrnong"
"Bulleen","4 Graeme Ct",4,"h",1244000,"PI","Fletchers",11.8,"3105",4,2,2,530,NA,NA,"Manningham"
"Brunswick","13 Percy St",3,"h",1055000,"S","Nelson",5.2,"3056",3,1,1,324,NA,1930,"Moreland"
"Middle Park","2/61 Canterbury Rd",2,"u",535000,"S","hockingstuart",4.1,"3206",2,1,1,760,58,1930,"Port Phillip"
"Mont Albert","10 Zetland Rd",3,"h",1355000,"S","Jellis",11.8,"3127",NA,NA,NA,NA,NA,NA,""
"Coburg","6 Farm Rd",4,"h",650000,"PI","RT",7.8,"3058",3,2,2,312,NA,NA,"Moreland"
"Coburg","33 Wellington St",3,"h",860000,"S","Peter",7.8,"3058",3,1,1,283,109,1915,"Moreland"
"Southbank","9/81 Dodds St",3,"u",868000,"SP","Greg",1.2,"3006",3,2,1,0,114,1995,"Melbourne"
"Hampton","36 Thomas St",4,"h",3250000,"S","hockingstuart",13.7,"3188",4,3,2,928,300,1904,"Bayside"
"Northcote","19a Victoria Rd",3,"h",975000,"S","Barry",5.5,"3070",3,1,2,274,NA,2006,"Darebin"
"Keilor Park","5/8 Swan St",2,"t",380000,"S","Nelson",14.5,"3042",2,1,1,161,100,2010,"Brimbank"
"Richmond","45 Lord St",2,"h",1130000,"S","Biggin",2.6,"3121",2,2,3,114,NA,NA,"Yarra"
"St Kilda","247 Barkly St",3,"h",1225000,"S","McGrath",6.1,"3182",3,1,1,248,NA,2000,"Port Phillip"
"Elwood","14/9 Southey St",1,"u",300000,"S","hockingstuart",7.7,"3184",1,1,0,0,33,1930,"Port Phillip"
"Hawthorn East","310 Riversdale Rd",3,"h",1450000,"PI","hockingstuart",7.5,"3123",3,2,2,466,176,1915,"Boroondara"
"Coburg North","64 Elizabeth St",3,"h",650000,"SP","Barry",9.2,"3058",3,1,1,407,95,1930,"Darebin"
"Carnegie","6/7 Judd St",2,"u",435000,"S","Gary",11.4,"3163",2,1,1,0,60,1980,"Glen Eira"
"West Melbourne","209/5 Stawell St",1,"u",443000,"S","Nelson",1.9,"3003",1,1,1,547,58,1900,"Melbourne"
"Surrey Hills","3/4 Wells St",2,"u",778500,"S","Noel",11.2,"3127",2,1,1,170,78,1960,"Boroondara"
"Brunswick","4/33 Austral Av",2,"h",465000,"S","Nelson",5.2,"3056",NA,NA,NA,NA,NA,NA,""
"Sunshine North","32 Troon Cr",5,"h",1050000,"S","Douglas",13.3,"3020",NA,NA,NA,NA,NA,NA,""
"North Melbourne","11/19 Wood St",2,"u",587134,"SP","Woodards",2.3,"3051",2,1,1,0,1,1970,"Melbourne"
"Oakleigh South","41 Bossington St",3,"t",800000,"S","Buxton",14.7,"3167",3,1,2,252,NA,NA,"Monash"
"Burwood","3/124 Highbury Rd",3,"t",702000,"S","Barry",11.7,"3125",3,2,1,170,106,2001,"Monash"
"Hawthorn","3/1 Elm St",1,"u",480000,"VB","Jellis",4.6,"3122",1,1,1,0,50,1940,"Boroondara"
"Ascot Vale","2/43 Roxburgh St",2,"u",455000,"S","Nelson",5.9,"3032",3,1,2,0,NA,NA,"Moonee Valley"
"Essendon West","461 Buckley St",3,"h",787500,"S","Nelson",9.8,"3040",3,1,1,556,105,1940,"Moonee Valley"
"Caulfield South","5 Sycamore St",3,"h",1570000,"S","Matthew",9.3,"3162",3,1,2,520,NA,NA,"Glen Eira"
"Essendon","118 Buckley St",3,"h",1100000,"PI","Raine",8,"3040",3,1,2,0,700,1915,"Moonee Valley"
"Malvern","20 Gordon Gr",4,"h",1965000,"SP","Jellis",7.4,"3144",4,2,1,300,185,1890,"Stonnington"
"Keilor Park","10 Lachlan Ct",3,"h",766000,"S","Nelson",14.5,"3042",NA,NA,NA,NA,NA,NA,""
"Avondale Heights","25 MacEy Av",3,"h",775000,"S","Brad",10.5,"3034",NA,NA,NA,NA,NA,NA,""
"Toorak","16/36 Grange Rd",1,"u",460000,"PI","hockingstuart",4.6,"3142",1,1,1,0,7,NA,"Stonnington"
"Essendon","40 Hoddle St",5,"h",1800000,"PI","Jellis",8,"3040",5,2,2,611,NA,NA,"Moonee Valley"
"Brunswick","58a Cassels Rd",2,"t",810000,"S","Ray",5.2,"3056",NA,NA,NA,NA,NA,NA,""
"Ashwood","16 Scenic Dr",5,"h",1529500,"S","Buxton",12.2,"3147",5,3,2,585,317,2000,"Monash"
"Murrumbeena","2/43 Kangaroo Rd",2,"u",825000,"S","Buxton",12.1,"3163",2,1,1,0,86,NA,"Glen Eira"
"Ivanhoe","30 Oriel Rd",3,"h",1220000,"S","Ray",7.9,"3079",3,1,1,687,110,1975,"Banyule"
"Elwood","29 Mason Av",2,"h",1110000,"S","hockingstuart",7.7,"3184",NA,NA,NA,NA,NA,NA,""
"Richmond","31/15 River Bvd",2,"u",750000,"S","Biggin",2.6,"3121",2,2,1,0,104,2000,"Yarra"
"Sunshine","47 Anderson Rd",2,"h",551000,"S","GL",12.6,"3020",2,1,2,613,NA,NA,"Brimbank"
"Brighton","45 Black St",3,"h",1500000,"S","Nick",11.2,"3186",3,2,1,442,NA,NA,"Bayside"
"Bentleigh East","16 Leigh St",3,"h",899000,"S","Buxton",13.9,"3165",3,1,1,583,NA,NA,"Glen Eira"
"Doncaster","13b Outlook Dr",3,"h",878000,"S","Barry",13.9,"3108",3,2,2,0,163,2001,"Manningham"
"Braybrook","144 Duke St",2,"h",868000,"S","Bells",10.8,"3019",2,1,4,749,77,1950,"Maribyrnong"
"Mont Albert","7/86 Victoria Cr",3,"t",870000,"S","Noel",11.8,"3127",NA,NA,NA,NA,NA,NA,""
"Heidelberg West","262 Liberty Pde",3,"h",465000,"S","Ray",9.4,"3081",2,1,1,413,85,1960,"Banyule"
"Pascoe Vale","44a Austin Cr",4,"h",1276000,"S","Nelson",9.9,"3044",NA,NA,NA,NA,NA,NA,""
"North Melbourne","10 Canning St",4,"h",2920000,"S","Nelson",2.3,"3051",4,3,4,310,276,1880,"Melbourne"
"South Yarra","15 Powell St",2,"h",1036500,"S","hockingstuart",3.3,"3141",2,1,0,105,NA,NA,"Stonnington"
"Richmond","6/361 Church St",1,"u",415000,"S","Jellis",2.6,"3121",1,1,1,0,NA,NA,"Yarra"
"St Kilda","4/58 Grey St",2,"u",580000,"PI","McGrath",6.1,"3182",2,1,0,0,95,1930,"Port Phillip"
"Coburg North","17 Convent Ct",2,"h",935000,"S","First",9.2,"3058",2,1,2,833,107,1960,"Moreland"
"Eaglemont","20 Glenard Dr",4,"h",2309000,"S","Nelson",10.3,"3084",4,3,2,1177,291,1960,"Banyule"
"Pascoe Vale","4/37 Arndt Rd",2,"t",500000,"VB","Brad",9.9,"3044",2,1,1,147,109,2012,"Moreland"
"Glenroy","2/22 Sadie St",2,"u",410000,"SP","Brad",13,"3046",2,1,2,200,81,2000,"Moreland"
"Ashburton","1 Wilgra Av",2,"h",1820000,"S","Marshall",11,"3147",NA,NA,NA,NA,NA,NA,""
"Carlton","9/21 University St",2,"t",872000,"S","Jellis",1.8,"3053",NA,NA,NA,NA,NA,NA,""
"Northcote","1/94 Union St",1,"u",410000,"S","Nelson",5.5,"3070",1,1,0,0,NA,NA,"Darebin"
"Balwyn","6 Abercrombie St",3,"h",1810000,"S","Fletchers",9.7,"3103",NA,NA,NA,NA,NA,NA,""
"Malvern East","22 Ellison St",3,"h",1297000,"S","Marshall",11.2,"3145",3,1,1,333,147,1948,"Stonnington"
"Altona North","9 Begonia Av",5,"h",972000,"S","Sweeney",11.1,"3025",NA,NA,NA,NA,NA,NA,""
"Brunswick East","2/33 Linden St",3,"t",1050000,"PI","Jellis",4.5,"3057",3,3,2,87,151,1998,"Moreland"
"Kensington","56 Tennyson St",3,"h",1050000,"S","Edward",4.2,"3031",3,1,1,274,NA,1900,"Melbourne"
"South Kingsville","41 Saltley St",3,"t",855000,"SP","Greg",9.1,"3015",3,2,2,337,NA,NA,"Hobsons Bay"
"Bentleigh East","2/25 Brooks St",3,"u",800000,"S","Woodards",13.9,"3165",3,2,2,261,NA,NA,"Glen Eira"
"Essendon","13/947 Mt Alexander Rd",2,"u",485000,"SP","Pagan",8,"3040",2,1,1,0,73,2010,"Moonee Valley"
"Maribyrnong","3/4 Navigator St",2,"u",330000,"S","Woodards",8.7,"3032",2,1,1,0,NA,1970,"Maribyrnong"
"Heidelberg West","35 Carbeena Pde",2,"h",515500,"S","Barry",9.4,"3081",2,1,1,331,111,1960,"Banyule"
"Doncaster","33a Finlayson St",4,"t",1325000,"PI","Jellis",13.9,"3108",NA,NA,NA,NA,NA,NA,""
"Brighton","17 McCallum St",4,"h",3695000,"S","Marshall",11.2,"3186",4,3,2,836,284,1960,"Bayside"
"Maribyrnong","3 Lakeside Cr",3,"h",1275000,"S","Edward",8.7,"3032",NA,NA,NA,NA,NA,NA,""
"Keilor East","20 Keith Gr",3,"h",825000,"S","Nelson",12.8,"3033",3,2,1,630,126,2017,"Moonee Valley"
"Prahran","2/261 Dandenong Rd",2,"u",570000,"VB","hockingstuart",4.5,"3181",2,1,1,0,78,2004,"Stonnington"
"Altona North","4 Knapp St",3,"h",781000,"S","Jas",11.1,"3025",3,1,2,533,117,1970,"Hobsons Bay"
"Mont Albert","371 Elgar Rd",2,"h",1320000,"SP","Lindellas",11.8,"3127",2,1,1,613,115,1950,"Whitehorse"
"Fitzroy","3/18 Hanover St",3,"h",1252000,"S","Nelson",1.6,"3065",3,2,2,0,137,2004,"Yarra"
"Bulleen","15 Moresby Av",3,"h",1250000,"SP","Jellis",11.8,"3105",NA,NA,NA,NA,NA,NA,""
"Northcote","81 Mitchell St",5,"h",2700000,"S","hockingstuart",5.5,"3070",4,3,3,490,331,1920,"Darebin"
"Glenroy","23 Wheatsheaf Rd",5,"h",1150000,"PI","Barry",13,"3046",5,3,2,700,NA,NA,"Moreland"
"Glenroy","4 Glenroy Rd",2,"h",726335,"S","Eview",13,"3046",2,1,2,590,NA,NA,"Moreland"
"North Melbourne","674 Victoria St",2,"h",1266000,"S","Jellis",2.3,"3051",2,1,0,161,106,1960,"Melbourne"
"Hawthorn","6a Scott St",4,"h",1650000,"PI","Jellis",4.6,"3122",4,2,2,317,210,2005,"Boroondara"
"Surrey Hills","18/20 Florence Rd",3,"u",736000,"S","Barry",11.2,"3127",3,1,2,195,NA,NA,"Whitehorse"
"Prahran","403/120 Greville St",2,"u",712500,"SP","Kay",4.5,"3181",2,2,1,0,NA,NA,"Stonnington"
"Heidelberg West","6 Midway St",3,"h",525000,"S","Miles",9.4,"3081",3,1,2,192,NA,1970,"Banyule"
"Reservoir","31 Rathcown Rd",3,"h",682000,"SP","Barry",11.2,"3073",3,1,1,750,103,1970,"Darebin"
"Jacana","69 Lorraine Cr",2,"h",461000,"S","RE",14.5,"3047",NA,NA,NA,NA,NA,NA,""
"Bulleen","19a Elizabeth St",3,"u",851000,"S","Jellis",11.8,"3105",3,1,2,385,140,2000,"Manningham"
